1852416   , N ,    337.86  ,  S ,   1143.32 ,   3.38       , N ,    355.23  ,  S ,   1685.99 ,   4.75
1868800   , N ,    343.87  ,  S ,   1195.36 ,   3.48       , N ,    345.46  ,  S ,   1676.46 ,   4.85
1885184   , N ,    343.52  ,  S ,   1125.43 ,   3.28       , N ,    359.07  ,  S ,   1634.87 ,   4.55
1901568   , N ,    344.21  ,  S ,   1105.48 ,   3.21       , N ,    351.49  ,  S ,   1489.85 ,   4.24
1917952   , N ,    342.68  ,  S ,   1022.66 ,   2.98       , N ,    357.67  ,  S ,   1672.79 ,   4.68
1934336   , N ,    342.22  ,  S ,   1087.09 ,   3.18       , N ,    357.74  ,  S ,   1578.01 ,   4.41
1950720   , N ,    344.70  ,  S ,   1054.54 ,   3.06       , N ,    358.39  ,  S ,   1439.47 ,   4.02
1967104   , N ,    340.37  ,  S ,   1110.40 ,   3.26       , N ,    357.03  ,  S ,   1511.13 ,   4.23
1983488   , N ,    344.41  ,  S ,   1007.08 ,   2.92       , N ,    356.81  ,  S ,   1582.26 ,   4.43
1999872   , N ,    344.76  ,  S ,   1131.16 ,   3.28       , N ,    357.76  ,  S ,   1639.79 ,   4.58
2016256   , N ,    342.58  ,  S ,   1129.30 ,   3.30       , N ,    357.11  ,  S ,   1436.77 ,   4.02
2032640   , N ,    332.00  ,  S ,   1067.35 ,   3.21       , N ,    347.51  ,  S ,   1572.28 ,   4.52
2049024   , N ,    339.00  ,  S ,   1104.22 ,   3.26       , N ,    354.58  ,  S ,   1389.78 ,   3.92
2065408   , N ,    342.71  ,  S ,   1059.14 ,   3.09       , N ,    355.58  ,  S ,   1570.96 ,   4.42
2081792   , N ,    321.68  ,  S ,   1012.88 ,   3.15       , N ,    358.70  ,  S ,   1579.69 ,   4.40
